was_delayed,daily_rainfall,did_rain,Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,event_id
False,0.0,False,US,09/11/2014,2117,N770UW,DCA,14:00,20191126204315787
True,0.85,True,US,07/16/2014,2149,N956UW,LGA,13:00,20191126204317618
True,0.0,False,US,11/10/2014,2139,N967UW,LGA,08:00,20191126204306587
False,1.11,True,US,02/05/2014,2149, ,LGA,13:00,20191126204300226
False,0.0,False,US,05/08/2014,1755,N958UW,PHL,19:30,20191126204311151
False,0.0,False,US,04/20/2014,2131,N756US,DCA,21:00,20191126204305558
False,0.02,True,US,05/23/2014,2101,N829AW,DCA,06:00,20191126204311971
False,1.11,True,US,02/05/2014,1701, ,PHL,08:30,20191126204300186
False,0.0,False,US,06/20/2014,2033,N953UW,PHL,12:30,20191126204314680
False,0.0,False,US,06/18/2014,2103,N802AW,DCA,07:00,20191126204314559
False,0.0,False,US,05/06/2014,2149,N956UW,LGA,13:00,20191126204311069
False,0.0,False,US,10/21/2014,2155,N967UW,LGA,16:00,20191126204302535
False,0.0,False,US,10/10/2014,1701,N944UW,PHL,08:30,20191126204301932
False,0.0,False,US,10/12/2014,2113,N945UW,DCA,12:00,20191126204302032
False,0.0,False,US,02/26/2014,601,N668AW,PHX,16:20,20191126204301252
False,0.0,False,US,04/19/2014,1826,N163US,PHL,07:30,20191126204305509
False,0.0,False,US,04/11/2014,657,N675AW,CLT,09:50,20191126204305074
False,0.78,True,US,06/05/2014,2161,N958UW,LGA,19:00,20191126204313900
True,0.02,True,US,06/17/2014,2153,N805AW,LGA,15:00,20191126204314523
False,0.0,False,US,10/09/2014,1904,N716UW,CLT,05:00,20191126204301881
False,0.0,False,US,02/06/2014,2115,N766US,DCA,12:00,20191126204300269
False,0.35,True,US,10/04/2014,2101,N951UW,DCA,06:00,20191126204301630
False,0.0,False,US,07/23/2014,1776,N961UW,PHL,14:30,20191126204317958
False,0.05,True,US,12/22/2014,647,N653AW,PHX,06:05,20191126204313383
False,0.0,False,US,09/18/2014,2113,N837AW,DCA,12:00,20191126204316152
False,0.0,False,US,05/07/2014,738,N953UW,PHL,17:30,20191126204311084
False,0.0,False,US,10/06/2014,1819,N963UW,PHL,10:30,20191126204301695
False,0.0,False,US,06/23/2014,2117,N763US,DCA,14:00,20191126204314821
False,0.0,False,US,01/07/2014,1938,N746UW,CLT,17:04,20191126204303262
False,1.16,True,US,10/01/2014,1826,N655AW,PHX,10:10,20191126204301445
False,0.0,False,US,09/24/2014,1799,N198UW,CLT,14:40,20191126204316436
False,0.0,False,US,08/15/2014,1918,N967UW,PHL,17:00,20191126204309949
False,0.0,False,US,07/24/2014,2135,N954UW,LGA,06:45,20191126204318050
False,0.0,False,US,11/16/2014,2143,N967UW,LGA,10:00,20191126204306901
False,0.33,True,US,02/15/2014,1709,N749US,CLT,06:00,20191126204300719
False,0.29,True,US,03/20/2014,2137,N963UW,LGA,07:00,20191126204308597
False,0.0,False,US,11/15/2014,1841,N624AW,CLT,11:05,20191126204306855
False,0.0,False,US,03/14/2014,2040,N956UW,PHL,12:30,20191126204308263
False,0.02,True,US,06/17/2014,2147,N958UW,LGA,12:00,20191126204314520
False,0.0,False,US,05/21/2014,2157,N967UW,LGA,17:00,20191126204311874
False,0.0,False,US,06/09/2014,2137,N944UW,LGA,07:00,20191126204314079
True,0.08,True,US,07/07/2014,1755,N949UW,PHL,19:30,20191126204317082
False,0.0,False,US,11/23/2014,1909,N713UW,PHL,05:30,20191126204307243
False,0.02,True,US,03/28/2014,2111,N762US,DCA,11:00,20191126204309018
False,0.18,True,US,09/30/2014,522,N656AW,CLT,09:45,20191126204316732
False,0.48,True,US,05/27/2014,714,N965UW,PHL,15:30,20191126204312100
False,0.0,False,US,09/29/2014,1827,N963UW,PHL,11:30,20191126204316691
False,0.0,False,US,04/06/2014,2129,N705UW,DCA,20:00,20191126204304820
False,0.0,False,US,05/05/2014,2133,N950UW,LGA,06:00,20191126204311001
False,0.0,False,US,06/06/2014,647,N602AW,PHX,06:25,20191126204313907
False,0.0,False,US,05/18/2014,1852,N948UW,CLT,05:00,20191126204311669
False,0.0,False,US,09/14/2014,2045,N805AW,CLT,11:10,20191126204315916
False,0.01,True,US,05/02/2014,2139,N748UW,LGA,08:00,20191126204310878
False,0.0,False,US,10/30/2014,1776,N950UW,PHL,14:30,20191126204302985
False,0.43,True,US,03/12/2014,543,N806AW,PHL,07:00,20191126204308112
False,0.0,False,US,03/18/2014,2125,N732US,DCA,18:00,20191126204308467
True,0.0,False,US,02/07/2014,2129,N754UW,DCA,19:00,20191126204300336
False,0.0,False,US,08/19/2014,2145,N965UW,LGA,11:00,20191126204310165
False,0.03,True,US,12/08/2014,2145,N950UW,LGA,11:00,20191126204312768
False,0.11,True,US,01/21/2014,2119, ,DCA,14:00,20191126204303968
False,0.25,True,US,02/19/2014,1904,N755US,CLT,05:00,20191126204300910
False,0.0,False,US,07/31/2014,445,N553UW,CLT,06:10,20191126204318380
False,0.0,False,US,09/09/2014,522,N675AW,CLT,09:45,20191126204315632
False,0.01,True,US,09/21/2014,1885,N746UW,CLT,17:05,20191126204316279
False,0.38,True,US,01/02/2014,2131, ,DCA,20:00,20191126204303129
False,0.0,False,US,04/18/2014,840,N185UW,CLT,06:00,20191126204305447
False,0.59,True,US,11/01/2014,2105,N954UW,DCA,08:00,20191126204306129
False,0.0,False,US,04/25/2014,2135,N947UW,LGA,06:45,20191126204305850
False,0.02,True,US,11/27/2014,1809,N946UW,PHL,09:30,20191126204307446
False,0.02,True,US,05/23/2014,738,N965UW,PHL,17:30,20191126204311949
False,0.0,False,US,03/19/2014,2107,N750UW,DCA,09:00,20191126204308519
False,0.0,False,US,02/07/2014,1887,N952UW,PHL,09:30,20191126204300314
False,0.05,True,US,05/19/2014,2125,N829AW,DCA,18:00,20191126204311737
False,0.0,False,US,02/24/2014,601,N653AW,PHX,16:20,20191126204301134
False,0.0,False,US,05/04/2014,2109,N768US,DCA,10:00,20191126204310938
False,0.0,False,US,09/08/2014,1809,N961UW,PHL,09:30,20191126204315588
False,0.0,False,US,03/16/2014,2109,N733UW,DCA,10:00,20191126204308347
False,0.0,False,US,04/21/2014,2059,N161UW,CLT,11:13,20191126204305592
False,0.0,False,US,07/25/2014,2125,N818AW,DCA,18:00,20191126204318108
False,0.0,False,US,07/10/2014,1819,N958UW,PHL,10:30,20191126204317270
False,0.0,False,US,05/05/2014,2125,N816AW,DCA,18:00,20191126204310997
False,0.33,True,US,02/15/2014,1758, ,PHL,06:30,20191126204300721
True,2.23,True,US,03/30/2014,2129,N767UW,DCA,20:00,20191126204309104
True,0.22,True,US,02/18/2014,2129,N745VJ,DCA,19:00,20191126204300870
False,0.06,True,US,11/13/2014,2109,N828AW,DCA,10:00,20191126204306751
False,0.0,False,US,07/02/2014,2103,N829AW,DCA,07:00,20191126204316881
False,0.01,True,US,10/07/2014,1827,N956UW,PHL,11:30,20191126204301756
True,0.0,False,US,02/23/2014,2117,N748UW,DCA,13:00,20191126204301117
False,0.06,True,US,05/16/2014,2109,N819AW,DCA,10:00,20191126204311601
False,0.0,False,US,10/27/2014,2119,N815AW,DCA,15:00,20191126204302828
False,0.28,True,US,06/26/2014,2070,N563UW,CLT,12:50,20191126204314996
False,0.0,False,US,07/24/2014,2051, ,PHL,07:00,20191126204318031
True,0.78,True,US,06/05/2014,2117,N821AW,DCA,14:00,20191126204313878
False,0.0,False,US,11/18/2014,2033,N954UW,PHL,12:30,20191126204306992
False,0.0,False,US,06/03/2014,2161,N959UW,LGA,19:00,20191126204313778
False,0.06,True,US,11/13/2014,2149,N945UW,LGA,13:00,20191126204306771
False,0.0,False,US,09/25/2014,2127,N839AW,DCA,19:00,20191126204316526
False,0.02,True,US,01/10/2014,1887,N959UW,PHL,09:30,20191126204303435
False,0.0,False,US,11/11/2014,1917,N197UW,PHL,07:00,20191126204306622
False,0.28,True,US,12/10/2014,1827,N967UW,PHL,11:30,20191126204312852
False,0.0,False,US,06/23/2014,1909,N950UW,PHL,05:30,20191126204314806
False,0.0,False,US,08/28/2014,1886,N750UW,PHL,20:30,20191126204310623
False,0.01,True,US,10/08/2014,2141,N965UW,LGA,09:00,20191126204301848
False,0.05,True,US,10/24/2014,2109,N806AW,DCA,10:00,20191126204302696
False,0.0,False,US,10/06/2014,2121,N763US,DCA,16:00,20191126204301717
False,0.03,True,US,08/02/2014,2139,N945UW,LGA,08:00,20191126204309259
False,0.0,False,US,10/26/2014,2147,N949UW,LGA,12:00,20191126204302786
False,0.0,False,US,06/11/2014,466,N835AW,PHX,10:15,20191126204314154
False,0.05,True,US,12/22/2014,2137,N958UW,LGA,07:00,20191126204313409
False,0.0,False,US,01/17/2014,1886,N958UW,PHL,20:30,20191126204303791
False,0.03,True,US,01/19/2014,1831,N185UW,CLT,08:00,20191126204303871
False,0.01,True,US,10/08/2014,738,N763US,PHL,17:30,20191126204301806
False,0.0,False,US,07/22/2014,714,N955UW,PHL,15:30,20191126204317888
False,0.0,False,US,12/19/2014,2045,N126UW,CLT,11:05,20191126204313304
False,0.0,False,US,07/25/2014,722,N963UW,PHL,18:30,20191126204318074
False,0.15,True,US,09/07/2014,1995,N190UW,CLT,08:10,20191126204315549
False,0.0,False,US,01/08/2014,738,N747UW,PHL,19:30,20191126204303303
False,0.0,False,US,09/17/2014,722,N944UW,PHL,18:30,20191126204316061
False,0.0,False,US,06/30/2014,2117,N826AW,DCA,14:00,20191126204315198
False,0.0,False,US,07/22/2014,714,N955UW,PHL,15:30,20191126204317888
False,0.0,False,US,08/28/2014,2145, ,LGA,11:00,20191126204310655
False,0.0,False,US,03/27/2014,586,N656AW,PHX,19:00,20191126204308924
False,0.0,False,US,08/15/2014,1755,N945UW,PHL,19:30,20191126204309940
True,0.0,False,US,01/20/2014,2125,N723UW,DCA,17:00,20191126204303924
False,0.0,False,US,08/12/2014,2129,N819AW,DCA,20:00,20191126204309783
False,0.0,False,US,01/31/2014,1938,N712US,CLT,17:04,20191126204304485
False,0.11,True,US,12/05/2014,2107,N840AW,DCA,09:00,20191126204312629
False,0.43,True,US,12/17/2014,2141,N961UW,LGA,09:00,20191126204313233
False,0.02,True,US,12/11/2014,722,N730US,PHL,18:30,20191126204312901
False,1.11,True,US,02/05/2014,1819, ,PHL,10:30,20191126204300191
False,0.67,True,US,04/08/2014,2101,N122US,DCA,06:00,20191126204304917
False,0.0,False,US,04/25/2014,2051,N555AY,PHL,06:30,20191126204305831
False,0.0,False,US,08/19/2014,2135,N965UW,LGA,06:45,20191126204310160
False,0.0,False,US,06/02/2014,1917,N128UW,PHL,07:00,20191126204313682
False,0.01,True,US,12/01/2014,2033,N961UW,PHL,12:30,20191126204312391
False,0.0,False,US,10/09/2014,1776,N944UW,PHL,14:30,20191126204301874
False,0.97,True,US,03/29/2014,2030,N949UW,PHL,11:30,20191126204309062
False,0.23,True,US,04/05/2014,586,N660AW,PHX,19:00,20191126204304763
False,0.0,False,US,08/20/2014,2163,N953UW,LGA,20:00,20191126204310234
False,0.0,False,US,08/01/2014,2139,N959UW,LGA,08:00,20191126204309221
False,0.0,False,US,05/13/2014,2033,N954UW,PHL,12:30,20191126204311410
False,0.02,True,US,06/17/2014,2145, ,LGA,11:00,20191126204314519
False,0.22,True,US,02/21/2014,2133, ,LGA,06:00,20191126204301051
False,0.0,False,US,05/29/2014,800,N572UW,CLT,19:10,20191126204312225
False,0.0,False,US,08/12/2014,1938,N827AW,CLT,17:05,20191126204309765
False,0.0,False,US,05/12/2014,2157,N949UW,LGA,17:00,20191126204311382
False,0.0,False,US,12/04/2014,2127,N840AW,DCA,19:00,20191126204312580
False,0.02,True,US,05/23/2014,2137,N959UW,LGA,07:00,20191126204311989
True,0.25,True,US,05/22/2014,2161,N958UW,LGA,19:00,20191126204311939
False,0.0,False,US,02/07/2014,1703,N961UW,PHL,13:30,20191126204300307
False,0.0,False,US,01/09/2014,657,N604AW,CLT,09:45,20191126204303359
False,0.04,True,US,01/05/2014,457,N829AW,PHX,06:10,20191126204303176
False,0.0,False,US,02/26/2014,582,N838AW,PHX,06:10,20191126204301251
True,0.36,True,US,04/16/2014,2141,N956UW,LGA,09:00,20191126204305366
False,0.0,False,US,07/22/2014,1827,N967UW,PHL,11:30,20191126204317901
False,0.0,False,US,11/03/2014,2153,N953UW,LGA,15:00,20191126204306226
False,0.54,True,US,06/13/2014,2149,N965UW,LGA,13:00,20191126204314330
False,0.67,True,US,04/08/2014,601,N650AW,PHX,16:20,20191126204304891
False,0.0,False,US,04/09/2014,2131,N765US,DCA,21:00,20191126204304992
False,0.0,False,US,10/10/2014,2121,N834AW,DCA,16:00,20191126204301961
False,0.44,True,US,12/03/2014,1799,N540UW,CLT,14:40,20191126204312497
True,0.01,True,US,05/02/2014,1819,N704US,PHL,10:30,20191126204310848
False,0.01,True,US,12/18/2014,1721,N951UW,PHL,12:30,20191126204313255
False,0.0,False,US,04/01/2014,2143,N950UW,LGA,10:00,20191126204304567
False,0.0,False,US,09/17/2014,1925,N546UW,CLT,06:10,20191126204316079
False,0.0,False,US,11/09/2014,1839,N821AW,PHL,08:30,20191126204306513
False,0.0,False,US,09/01/2014,1776,N965UW,PHL,14:30,20191126204315235
False,0.05,True,US,05/19/2014,2161,N948UW,LGA,19:00,20191126204311755
False,0.0,False,US,05/08/2014,1755,N958UW,PHL,19:30,20191126204311151
False,0.0,False,US,09/26/2014,1917,N556UW,PHL,07:00,20191126204316567
False,0.0,False,US,01/09/2014,601,N648AW,PHX,16:20,20191126204303358
False,0.0,False,US,08/08/2014,2125,N760US,DCA,18:00,20191126204309590
False,0.0,False,US,05/05/2014,2107,N746UW,DCA,09:00,20191126204310988
False,0.0,False,US,03/03/2014,2155,N965UW,LGA,16:00,20191126204307678
False,0.23,True,US,04/23/2014,1809,N946UW,PHL,09:30,20191126204305698
True,0.0,False,US,02/26/2014,1917,N538UW,PHL,07:30,20191126204301273
True,0.0,False,US,05/09/2014,2129,N804AW,DCA,20:00,20191126204311241
False,0.67,True,US,07/14/2014,2117,N814AW,DCA,14:00,20191126204317480
False,0.01,True,US,08/07/2014,752,N543UW,CLT,08:05,20191126204309497
False,2.23,True,US,03/30/2014,2145,N963UW,LGA,11:00,20191126204309107
False,0.34,True,US,05/10/2014,2051,N557UW,PHL,07:00,20191126204311273
False,0.03,True,US,03/10/2014,1701,N944UW,PHL,08:30,20191126204308002
False,0.02,True,US,01/27/2014,1703,N951UW,PHL,13:30,20191126204304247
False,0.0,False,US,08/01/2014,2137, ,LGA,07:00,20191126204309220
False,0.0,False,US,08/29/2014,2119,N764US,DCA,15:00,20191126204310703
True,0.0,False,US,09/05/2014,2033,N965UW,PHL,12:30,20191126204315472
False,0.0,False,US,09/28/2014,2109,N745VJ,DCA,10:00,20191126204316654
False,0.85,True,US,07/16/2014,647,N653AW,PHX,06:25,20191126204317570
False,0.01,True,US,12/01/2014,2101,N833AW,DCA,06:00,20191126204312392
False,0.02,True,US,05/23/2014,1755,N954UW,PHL,19:30,20191126204311956
False,0.0,False,US,09/09/2014,1703,N956UW,PHL,13:30,20191126204315641
False,0.0,False,US,06/08/2014,738,N946UW,PHL,17:30,20191126204313998
False,0.0,False,US,11/05/2014,1767,N705UW,PHL,20:30,20191126204306305
False,0.03,True,US,12/08/2014,466,N519UW,CLT,08:10,20191126204312721
False,0.0,False,US,11/18/2014,2105,N748UW,DCA,08:00,20191126204306995
False,0.1,True,US,12/02/2014,647,N678AW,PHX,06:05,20191126204312427
False,0.14,True,US,06/04/2014,647,N820AW,PHX,06:25,20191126204313782
False,0.63,True,US,10/16/2014,456,N557UW,CLT,08:10,20191126204302230
False,0.0,False,US,11/09/2014,1799,N569UW,CLT,14:40,20191126204306511
False,0.0,False,US,09/25/2014,2056,N194UW,CLT,12:50,20191126204316512
False,0.01,True,US,08/06/2014,2115,N758US,DCA,13:00,20191126204309461
True,0.23,True,US,04/05/2014,657,N651AW,CLT,09:50,20191126204304765
False,0.01,True,US,12/18/2014,2115,N967UW,DCA,13:00,20191126204313272
False,0.0,False,US,04/20/2014,2119,N732US,DCA,15:00,20191126204305552
False,1.35,True,US,02/13/2014,2115, ,DCA,12:00,20191126204300627
False,0.02,True,US,05/23/2014,2137,N959UW,LGA,07:00,20191126204311989
False,0.14,True,US,06/04/2014,538,N757UW,PHX,10:10,20191126204313780
False,0.0,False,US,11/10/2014,2143,N955UW,LGA,10:00,20191126204306589
False,0.0,False,US,10/12/2014,2147,N954UW,LGA,12:00,20191126204302044
False,0.0,False,US,12/16/2014,2133,N954UW,LGA,06:00,20191126204313171
False,0.2,True,US,04/26/2014,2105,N957UW,DCA,08:00,20191126204305884
False,0.06,True,US,03/13/2014,1703,N948UW,PHL,13:30,20191126204308185
False,0.0,False,US,02/06/2014,1788,N555AY,CLT,19:15,20191126204300249
False,0.0,False,US,07/11/2014,2133,N954UW,LGA,06:00,20191126204317358
False,0.0,False,US,08/01/2014,597,N806AW,PHX,10:15,20191126204309175
False,0.0,False,US,09/20/2014,2113,N963UW,DCA,12:00,20191126204316260
False,0.05,True,US,10/24/2014,1700,N546UW,CLT,11:10,20191126204302672
False,0.28,True,US,11/24/2014,1701,N953UW,PHL,08:30,20191126204307279
False,0.0,False,US,03/21/2014,2143,N959UW,LGA,10:00,20191126204308662
True,0.31,True,US,10/11/2014,672,N154UW,PHL,07:30,20191126204301987
False,0.0,False,US,09/24/2014,2147, ,LGA,12:00,20191126204316474
True,0.02,True,US,12/11/2014,2157,N953UW,LGA,17:00,20191126204312948
False,0.0,False,US,12/13/2014,1909,N648AW,PHL,05:30,20191126204313026
False,0.0,False,US,10/26/2014,2111,N819AW,DCA,11:00,20191126204302773
False,0.0,False,US,12/16/2014,2109,N809AW,DCA,10:00,20191126204313159
False,0.0,False,US,08/14/2014,1755,N967UW,PHL,19:30,20191126204309878
False,0.0,False,US,08/20/2014,629,N583UW,PHX,16:30,20191126204310178
False,0.0,False,US,08/23/2014,2105,N953UW,DCA,08:00,20191126204310377
False,0.0,False,US,11/25/2014,1827,N967UW,PHL,11:30,20191126204307347
False,0.22,True,US,02/21/2014,543,N825AW,PHL,07:00,20191126204301008
False,0.0,False,US,01/17/2014,854,N740UW,PHL,14:30,20191126204303783
False,0.0,False,US,01/28/2014,738,N954UW,PHL,19:30,20191126204304298
False,0.0,False,US,04/03/2014,2101,N125UW,DCA,06:00,20191126204304668
False,0.0,False,US,10/13/2014,672,N156UW,PHL,07:30,20191126204302052
False,0.0,False,US,10/06/2014,2119,N803AW,DCA,15:00,20191126204301716
False,0.0,False,US,02/07/2014,1799,N161UW,CLT,14:35,20191126204300310
False,0.0,False,US,06/15/2014,2115,N958UW,DCA,13:00,20191126204314391
True,0.0,False,US,02/26/2014,1703,N948UW,PHL,13:30,20191126204301260
False,0.0,False,US,12/16/2014,2105,N757UW,DCA,08:00,20191126204313157
False,0.0,False,US,05/14/2014,1776,N957UW,PHL,14:30,20191126204311460
False,0.28,True,US,07/03/2014,2153,N958UW,LGA,15:00,20191126204316968
False,0.0,False,US,06/08/2014,2101,N959UW,DCA,06:00,20191126204314011
False,0.0,False,US,10/28/2014,1809,N958UW,PHL,09:30,20191126204302866
False,0.0,False,US,06/15/2014,445,N552UW,CLT,06:10,20191126204314365
False,0.15,True,US,04/27/2014,840,N170US,CLT,06:00,20191126204305898
False,0.0,False,US,07/31/2014,1703,N961UW,PHL,13:30,20191126204318395
False,0.0,False,US,11/04/2014,1904,N701UW,CLT,05:00,20191126204306251
False,0.67,True,US,04/08/2014,2145,N965UW,LGA,11:00,20191126204304939
True,0.0,False,US,01/22/2014,1819,N950UW,PHL,10:30,20191126204304006
False,0.35,True,US,10/04/2014,1928,N958UW,PHL,08:30,20191126204301625
True,0.0,False,US,05/05/2014,445,N169UW,CLT,06:00,20191126204310956
False,0.0,False,US,07/10/2014,1909,N948UW,PHL,05:30,20191126204317274
False,0.35,True,US,04/30/2014,2051,N173US,PHL,06:30,20191126204306078
False,0.0,False,US,03/27/2014,582,N832AW,PHX,06:10,20191126204308923
False,0.11,True,US,01/21/2014,2105,N713UW,DCA,07:00,20191126204303961
False,0.0,False,US,03/25/2014,728,N953UW,PHL,17:30,20191126204308806
False,0.0,False,US,07/25/2014,2115,N742PS,DCA,13:00,20191126204318103
False,0.0,False,US,12/29/2014,529,N677AW,CLT,09:35,20191126204313558
False,0.0,False,US,11/12/2014,2033,N127UW,PHL,12:30,20191126204306686
False,0.01,True,US,10/03/2014,2115,N834AW,DCA,13:00,20191126204301587
False,1.06,True,US,08/13/2014,597,N814AW,PHX,10:15,20191126204309803
False,0.0,False,US,07/10/2014,2101,N823AW,DCA,06:00,20191126204317280
False,0.08,True,US,08/22/2014,2151,N955UW,LGA,14:00,20191126204310350
False,0.0,False,US,05/14/2014,752,N187US,CLT,08:05,20191126204311454
False,0.0,False,US,09/12/2014,2119,N767UW,DCA,15:00,20191126204315849
False,0.23,True,US,11/14/2014,2161,N948UW,LGA,19:00,20191126204306837
False,1.16,True,US,10/01/2014,1909,N959UW,PHL,05:30,20191126204301449
False,0.0,False,US,04/18/2014,1799,N198UW,CLT,14:35,20191126204305454
False,0.01,True,US,08/06/2014,445,N156UW,CLT,06:10,20191126204309424
False,0.0,False,US,01/24/2014,738,N711UW,PHL,19:30,20191126204304117
False,0.0,False,US,03/26/2014,752,N291AY,CLT,07:40,20191126204308869
False,0.01,True,US,05/02/2014,1831,N151UW,CLT,08:05,20191126204310850
False,0.0,False,US,07/31/2014,2105,N832AW,DCA,08:00,20191126204318412
False,0.01,True,US,06/14/2014,672,N190UW,PHL,07:30,20191126204314343
False,0.0,False,US,11/15/2014,669,N815AW,PHL,09:30,20191126204306845
False,0.0,False,US,04/02/2014,2137,N953UW,LGA,07:00,20191126204304624
False,0.0,False,US,03/25/2014,2139,N708UW,LGA,08:00,20191126204308848
False,0.0,False,US,09/26/2014,653,N657AW,PHX,13:15,20191126204316549
False,0.0,False,US,12/16/2014,714,N957UW,PHL,15:30,20191126204313136
False,0.0,False,US,02/12/2014,2161,N954UW,LGA,19:00,20191126204300589
False,0.0,False,US,11/09/2014,1788,N190UW,CLT,19:10,20191126204306509
False,0.0,False,US,03/04/2014,1739,N967UW,PHL,05:30,20191126204307693
False,0.01,True,US,08/06/2014,2101,N760US,DCA,06:00,20191126204309454
False,0.0,False,US,09/24/2014,2109,N802AW,DCA,10:00,20191126204316455
False,0.05,True,US,05/19/2014,1703,N957UW,PHL,13:30,20191126204311708
False,0.02,True,US,12/11/2014,2145,N949UW,LGA,11:00,20191126204312942
False,0.0,False,US,09/28/2014,2105,N954UW,DCA,08:00,20191126204316652
False,0.0,False,US,08/15/2014,2129,N744P ,DCA,20:00,20191126204309968
False,0.0,False,US,10/20/2014,2129,N802AW,DCA,20:00,20191126204302462
False,0.01,True,US,08/06/2014,2113,N814AW,DCA,12:00,20191126204309460
True,0.22,True,US,02/21/2014,740,N944UW,PHL,15:30,20191126204301015
False,0.0,False,US,08/03/2014,1799,N150UW,CLT,14:40,20191126204309275
False,0.01,True,US,12/18/2014,2107,N959UW,DCA,09:00,20191126204313269
False,0.03,True,US,02/09/2014,2117,N713UW,DCA,13:00,20191126204300406
False,0.0,False,US,11/25/2014,2155,N965UW,LGA,16:00,20191126204307384
False,0.34,True,US,05/10/2014,1775,N957UW,PHL,13:30,20191126204311268
False,0.0,False,US,07/11/2014,2155,N945UW,LGA,16:00,20191126204317369
False,0.0,False,US,05/20/2014,2121,N754UW,DCA,16:00,20191126204311795
False,0.0,False,US,01/31/2014,1938,N712US,CLT,17:04,20191126204304485
False,0.0,False,US,03/26/2014,2125,N730US,DCA,18:00,20191126204308901
True,2.25,True,US,10/23/2014,1809,N945UW,PHL,09:30,20191126204302618
False,0.0,False,US,08/08/2014,2151,N949UW,LGA,14:00,20191126204309603
False,1.64,True,US,11/17/2014,1909,N958UW,PHL,05:30,20191126204306928
True,0.36,True,US,04/16/2014,2145,N948UW,LGA,11:00,20191126204305368
False,0.0,False,US,04/02/2014,2131,N758US,DCA,21:00,20191126204304621
False,0.0,False,US,06/21/2014,601,N654AW,PHX,16:30,20191126204314719
False,0.0,False,US,05/07/2014,2143,N955UW,LGA,10:00,20191126204311126
False,0.0,False,US,03/01/2014,1721,N948UW,PHL,13:30,20191126204307566
False,0.11,True,US,05/30/2014,2101,N762US,DCA,06:00,20191126204312306
False,0.0,False,US,06/27/2014,2153,N953UW,LGA,15:00,20191126204315086
False,0.0,False,US,07/12/2014,1787,N732US,CLT,14:40,20191126204317387
False,0.0,False,US,07/30/2014,643,N677AW,CLT,09:45,20191126204318323
False,0.0,False,US,07/24/2014,1755,N952UW,PHL,19:30,20191126204318019
False,0.0,False,US,08/14/2014,2051,N564UW,PHL,07:00,20191126204309890
False,0.0,False,US,03/11/2014,2129,N730US,DCA,20:00,20191126204308095
False,0.13,True,US,12/07/2014,2155,N965UW,LGA,16:00,20191126204312719
False,0.0,False,US,08/21/2014,2139,N953UW,LGA,08:00,20191126204310283
False,0.0,False,US,07/29/2014,1886,N840AW,PHL,20:30,20191126204318279
False,0.0,False,US,06/12/2014,1776, ,PHL,14:30,20191126204314231
False,0.0,False,US,06/20/2014,2131,N827AW,DCA,21:00,20191126204314698
True,0.67,True,US,07/14/2014,1703,N944UW,PHL,13:30,20191126204317457
False,0.04,True,US,04/13/2014,2119,N749US,DCA,15:00,20191126204305184
True,0.0,False,US,10/19/2014,2111,N814AW,DCA,11:00,20191126204302402
False,0.67,True,US,04/08/2014,740,N954UW,PHL,15:30,20191126204304895
False,0.0,False,US,05/13/2014,1847,N948UW,PHL,11:30,20191126204311404
False,0.0,False,US,06/30/2014,466,N746UW,PHX,10:15,20191126204315161
False,0.0,False,US,08/04/2014,2123,N758US,DCA,17:00,20191126204309343
False,0.0,False,US,08/28/2014,2109,N755US,DCA,10:00,20191126204310637
False,0.0,False,US,10/10/2014,2111,N834AW,DCA,11:00,20191126204301956
False,0.0,False,US,11/18/2014,2161,N945UW,LGA,19:00,20191126204307023
False,0.0,False,US,06/09/2014,2103,N807AW,DCA,07:00,20191126204314062
False,0.54,True,US,06/13/2014,2155, ,LGA,16:00,20191126204314333
False,0.0,False,US,01/20/2014,1887,N950UW,PHL,09:30,20191126204303907
False,0.0,False,US,02/17/2014,2109,N767UW,DCA,09:00,20191126204300807
True,0.0,False,US,06/08/2014,2159,N944UW,LGA,18:00,20191126204314031
False,0.0,False,US,04/06/2014,2159,N963UW,LGA,18:00,20191126204304827
False,0.0,False,US,06/02/2014,2123,N830AW,DCA,17:00,20191126204313699
True,0.0,False,US,04/01/2014,740,N945UW,PHL,15:30,20191126204304524
False,0.0,False,US,06/30/2014,2107,N826AW,DCA,09:00,20191126204315193
False,0.0,False,US,09/19/2014,2133,N961UW,LGA,06:00,20191126204316223
False,0.62,True,US,04/15/2014,2155, ,LGA,16:00,20191126204305313
False,0.0,False,US,12/30/2014,2119,N944UW,DCA,15:00,20191126204313598
False,0.0,False,US,12/14/2014,2113,N961UW,DCA,12:00,20191126204313058
False,0.0,False,US,07/08/2014,1701,N951UW,PHL,08:30,20191126204317141
False,0.04,True,US,04/07/2014,2161,N949UW,LGA,19:00,20191126204304887
False,0.79,True,US,01/18/2014,2111,N959UW,DCA,10:00,20191126204303854
False,0.1,True,US,12/02/2014,2119,N763US,DCA,15:00,20191126204312458
False,0.0,False,US,06/18/2014,722,N958UW,PHL,18:30,20191126204314536
False,0.0,False,US,01/13/2014,1862,N557UW,CLT,08:00,20191126204303558
False,0.0,False,US,08/12/2014,2107,N749US,DCA,09:00,20191126204309772
False,0.0,False,US,07/11/2014,2107,N758US,DCA,09:00,20191126204317345
